72338,403,43,91199
90339,808,134,21064
68340,812,44,98396
61341,303,224,57899
82342,716,43,42428
49343,112,134,65296
29344,573,27,77809
58345,354,190,43882
52346,475,120,83175
30347,279,33,93907
22348,825,143,49725
32349,762,0,31746
79350,629,4,60457
50351,871,163,39043
90352,578,154,74474
81353,147,198,41951
30354,303,60,57899
40355,500,29,66500
44356,491,24,92503
51357,484,37,57172
56358,613,229,51129
69359,508,231,21164
25360,765,122,89745
55361,903,223,57699
53362,908,143,54364
29363,547,70,75151
70364,117,47,61961
72365,592,173,45136
13366,895,52,3035
38367,665,164,56445
69368,114,191,3962
81369,349,76,47217
18370,281,156,32573
74371,717,124,61761
98372,772,56,25076
52373,257,145,68581
86374,792,227,11736
42375,345,81,69885
57376,682,249,85106
83377,666,101,75778
52378,191,125,92603
20379,977,9,88341
76380,894,59,83702
68381,281,30,32573
34382,904,187,77032
34383,353,82,24549
94384,568,220,81144
35385,665,206,56445
86386,238,173,1254
15387,389,247,20537
63388,507,11,1831
98389,397,148,75201
25390,182,242,18606
57391,529,62,27157
41392,346,35,89218
63393,633,158,37789
32394,557,147,68481
30395,325,153,83225
98396,146,53,22618
16397,908,195,54364
78398,386,49,62538
77399,390,103,39870
17400,272,238,58576
84401,118,110,81294
98402,641,242,92453
58403,524,246,30492
27404,728,63,74424
82405,244,227,17252
10406,119,114,627
15407,842,31,78386
36408,280,79,13240
25409,229,31,27257
59410,762,202,31746
72411,686,152,62438
31412,181,160,99273
96413,857,17,68381
90414,363,9,17879
98415,872,152,58376
33416,157,107,35281
15417,153,148,57949
28418,866,172,42378
58419,194,246,50602
58420,139,167,87287
90421,497,176,8501
88422,988,39,1004
83423,771,43,5743
62424,377,94,88541
25425,265,91,23245
13426,469,141,67177
49427,231,196,65923
72428,171,52,5943
82429,573,112,77809
35430,735,229,9755
50431,734,242,90422
89432,589,12,87137
86433,745,133,3085
65434,727,103,55091
88435,975,86,49675
94436,827,161,88391
61437,114,194,3962
39438,572,67,58476
31439,582,110,51806
74440,984,206,23672
85441,642,161,11786
35442,946,125,89018
14443,984,112,23672
63444,708,139,87764
18445,192,216,11936
33446,208,198,21264
86447,909,92,73697
73448,265,45,23245
33449,131,82,32623
36450,507,51,1831
43451,342,120,11886
65452,223,215,11259
93453,850,226,33050
65454,100,152,33300
34455,240,234,39920
15456,156,18,15948
33457,406,43,49198
18458,128,210,74624
96459,197,219,8601
74460,187,239,15271
43461,735,146,9755
66462,486,136,95838
66463,923,74,44359
31464,894,93,83702
16465,931,148,99023
31466,820,177,53060
73467,580,92,13140
37468,933,86,37689
63469,555,180,29815
61470,826,235,69058
51471,643,105,31119
40472,548,53,94484
32473,490,57,73170
75474,262,228,65246
91475,569,59,477
41476,412,164,65196
39477,800,92,66400
93478,649,187,47117
88479,125,94,16625
48480,157,249,35281
43481,964,202,37012
17482,279,176,93907
93483,639,136,53787
41484,996,160,55668
94485,450,151,99850
54486,846,47,55718
15487,442,161,45186
88488,347,241,8551
38489,589,247,87137
61490,367,2,95211
43491,477,243,21841
18492,750,118,99750
64493,578,216,74474
36494,785,112,76405
68495,271,149,39243
10496,768,227,47744
38497,299,226,80567
17498,952,34,5016
40499,864,192,3712
28500,394,84,17202
75501,268,242,81244
46502,840,122,39720
80503,760,131,93080
67504,418,178,81194
49505,781,240,99073
18506,519,128,33827
29507,559,108,7147
42508,892,21,45036
53509,885,158,9705
50510,561,10,45813
72511,688,132,1104
18512,427,23,55191
75513,855,63,29715
57514,430,137,13190
19515,238,54,1254
66516,438,67,67854
87517,879,76,93707
87518,909,242,73697
77519,774,55,63742
86520,869,217,377
54521,562,230,65146
79522,137,41,48621
38523,243,167,97919
96524,460,176,93180
11525,479,31,60507
65526,376,30,69208
58527,821,150,72393
61528,214,71,37262
61529,212,77,98596
21530,490,112,73170
70531,538,111,1154
29532,429,66,93857
89533,810,203,59730
98534,447,4,41851
46535,653,249,24449
17536,216,78,75928
85537,359,72,40547
70538,642,89,11786
26539,958,4,21014
18540,105,75,29965
64541,437,64,48521
70542,555,102,29815
67543,975,167,49675
75544,370,72,53210
30545,963,204,17679
75546,905,219,96365
65547,629,184,60457
55548,820,131,53060
77549,393,198,97869
42550,921,44,5693
28551,477,32,21841
55552,422,200,58526
82553,793,236,31069
93554,739,160,87087
85555,620,148,86460
15556,625,83,83125
93557,322,143,25226
57558,146,182,22618
91559,401,21,52533
46560,111,237,45963
89561,565,147,23145
59562,402,112,71866
84563,851,49,52383
23564,729,61,93757
28565,478,104,41174
26566,366,77,75878
44567,699,12,13767
92568,647,128,8451
52569,752,117,38416
74570,878,233,74374
54571,133,5,71289
25572,556,248,49148
25573,804,166,43732
44574,664,175,37112
80575,501,51,85833
64576,183,45,37939
83577,327,80,21891
81578,753,237,57749
36579,193,1,31269
37580,643,23,31119
28581,323,41,44559
70582,318,247,47894
31583,243,135,97919
72584,601,249,19133
11585,234,247,23922
33586,370,131,53210
54587,732,232,51756
25588,548,47,94484
80589,667,6,95111
35590,492,132,11836
13591,838,13,1054
50592,373,47,11209
17593,203,152,24599
98594,274,173,97242
19595,126,24,35958
19596,233,59,4589
92597,766,208,9078
51598,430,232,13190
44599,481,9,99173
25600,673,111,11109
13601,885,169,9705
52602,960,187,59680
70603,455,119,96515
81604,879,29,93707
75605,902,45,38366
33606,218,117,14594
33607,517,244,95161
58608,229,7,27257
24609,811,41,79063
46610,560,51,26480
42611,822,208,91726
50612,826,110,69058
87613,792,49,11736
39614,862,13,65046
14615,639,103,53787
80616,966,168,75678
81617,315,136,89895
17618,219,193,33927
81619,130,136,13290
76620,522,222,91826
72621,791,36,92403
72622,778,239,41074
50623,566,231,42478
12624,448,164,61184
69625,313,164,51229
74626,283,53,71239
14627,395,94,36535
37628,513,245,17829
52629,680,136,46440
26630,570,231,19810
17631,566,140,42478
28632,460,34,93180
81633,402,99,71866
33634,559,159,7147
69635,811,243,79063
51636,965,146,56345
71637,242,189,78586
63638,855,116,29715
29639,947,38,8351
72640,424,143,97192
74641,455,233,96515
65642,674,220,30442
20643,199,215,47267
16644,336,17,95888
14645,239,240,20587
20646,257,89,68581
59647,357,132,1881
90648,755,106,96415
53649,670,159,53110
42650,937,223,15021
56651,984,225,23672
69652,698,201,94434
75653,474,139,63842
27654,872,22,58376
80655,348,116,27884
73656,913,186,51029
23657,763,37,51079
47658,288,217,67904
82659,705,18,29765
15660,797,131,8401
18661,938,187,34354
75662,507,29,1831
49663,953,237,24349
11664,589,115,87137
51665,870,72,19710
50666,709,202,7097
72667,780,49,79740
21668,423,109,77859
63669,297,248,41901
82670,350,4,66550
75671,103,122,91299
39672,430,85,13190
95673,393,216,97869
10674,704,81,10432
35675,797,199,8401
17676,811,160,79063
79677,809,157,40397
92678,243,72,97919
24679,479,112,60507
74680,382,186,85206
74681,791,121,92403
94682,600,39,99800
13683,409,95,7197
98684,592,180,45136
32685,926,213,2358
40686,665,116,56445
31687,624,225,63792
39688,661,132,79113
34689,870,249,19710
22690,862,2,65046
75691,531,68,65823
66692,525,191,49825
38693,353,196,24549
98694,867,125,61711
24695,664,243,37112
80696,609,224,73797
39697,223,121,11259
53698,990,234,39670
66699,726,24,35758
64700,147,241,41951
31701,688,240,1104
31702,268,98,81244
28703,118,48,81294
17704,531,159,65823
43705,122,114,58626
20706,679,112,27107
88707,830,64,46390
51708,575,80,16475
78709,767,132,28411
29710,790,80,73070
55711,123,168,77959
66712,261,63,45913
57713,710,7,26430
52714,787,198,15071
52715,178,214,41274
79716,420,222,19860
95717,184,88,57272
34718,988,38,1004
56719,602,158,38466
98720,600,196,99800
83721,749,154,80417
98722,678,102,7774
43723,527,184,88491
14724,549,96,13817
75725,707,113,68431
18726,381,79,65873
69727,176,70,2608
57728,923,60,44359
70729,912,181,31696
74730,579,160,93807
58731,871,138,39043
43732,482,205,18506
71733,385,211,43205
51734,598,55,61134
32735,559,147,7147
49736,195,203,69935
21737,181,235,99273
72738,961,9,79013
43739,410,5,26530
23740,898,59,61034
77741,322,148,25226
71742,503,44,24499
84743,609,14,73797
74744,446,110,22518
16745,606,86,15798
65746,174,157,63942
88747,273,45,77909
16748,183,87,37939
51749,604,175,77132
15750,144,69,83952
43751,297,214,41901
96752,625,15,83125
85753,806,74,82398
42754,274,177,97242
84755,377,22,88541
29756,825,121,49725
65757,809,7,40397
73758,595,147,3135
56759,818,57,14394
73760,491,168,92503
11761,993,241,97669
29762,208,64,21264
50763,316,193,9228
90764,608,191,54464
12765,778,160,41074
39766,198,53,27934
31767,855,118,29715
22768,842,46,78386
74769,218,95,14594
87770,900,21,99700
52771,185,235,76605
80772,803,237,24399
32773,460,175,93180
26774,565,61,23145
37775,469,7,67177
72776,680,154,46440
29777,183,206,37939
54778,948,60,27684
41779,362,155,98546
10780,632,168,18456
77781,808,120,21064
76782,188,125,34604
69783,197,48,8601
89784,357,113,1881
33785,936,51,95688
42786,319,182,67227
92787,934,81,57022
37788,793,5,31069
74789,201,204,85933
93790,966,132,75678
24791,592,163,45136
90792,870,37,19710
43793,914,68,70362
36794,846,154,55718
59795,180,236,79940
48796,587,225,48471
54797,983,173,4339
54798,418,153,81194
15799,345,211,69885
90800,787,192,15071
24801,840,219,39720
14802,305,27,96565
86803,974,205,30342
84804,227,179,88591
48805,325,214,83225
93806,835,67,43055
36807,349,142,47217
53808,843,247,97719
32809,278,90,74574
47810,809,31,40397
78811,271,135,39243
36812,176,23,2608
76813,613,24,51129
13814,684,232,23772
14815,743,67,64419
79816,535,126,43155
20817,471,148,5843
50818,199,9,47267
42819,604,68,77132
58820,697,233,75101
27821,351,181,85883
72822,248,31,94584
97823,778,170,41074
45824,153,66,57949
97825,824,77,30392
14826,976,190,69008
34827,199,129,47267
44828,275,21,16575
88829,527,168,88491
16830,208,235,21264
86831,100,61,33300
45832,942,171,11686
97833,856,139,49048
51834,908,22,54364
26835,938,0,34354
37836,464,138,70512
78837,930,107,79690
43838,883,49,71039
41839,875,110,16375
27840,282,185,51906
40841,617,103,28461
80842,254,201,10582
85843,876,152,35708
32844,396,182,55868
36845,106,127,49298
12846,649,202,47117
50847,664,238,37112
51848,330,30,79890
98849,647,42,8451
23850,321,92,5893
98851,657,62,1781
49852,203,189,24599
73853,716,4,42428
57854,177,178,21941
79855,341,128,92553
27856,231,81,65923
16857,532,181,85156
93858,350,158,66550
92859,664,34,37112
45860,103,227,91299
71861,480,223,79840
46862,894,37,83702
50863,391,89,59203
80864,435,168,9855
23865,131,102,32623
73866,224,187,30592
11867,273,118,77909
62868,824,149,30392
58869,957,81,1681
97870,453,228,57849
62871,395,24,36535
51872,210,74,59930
89873,147,180,41951
94874,889,244,87037
89875,932,6,18356
55876,189,138,53937
62877,202,47,5266
83878,446,221,22518
70879,444,42,83852
44880,457,200,35181
63881,801,93,85733
14882,141,81,25953
48883,283,158,71239
94884,850,79,33050
89885,120,170,19960
57886,937,13,15021
14887,735,43,9755
56888,750,87,99750
88889,333,157,37889
37890,852,137,71716
49891,512,154,98496
75892,498,33,27834
38893,800,163,66400
69894,620,134,86460
81895,293,113,64569
88896,750,204,99750
86897,316,150,9228
76898,867,115,61711
21899,431,203,32523
13900,574,142,97142
28901,939,218,53687
51902,639,148,53787
58903,681,62,65773
59904,215,39,56595
51905,834,175,23722
22906,577,124,55141
41907,339,228,53887
71908,220,238,53260
30909,568,171,81144
44910,638,23,34454
82911,786,96,95738
41912,720,132,19760
13913,386,63,62538
58914,868,47,81044
62915,926,16,2358
80916,487,140,15171
70917,386,135,62538
37918,266,194,42578
49919,680,153,46440
27920,160,123,93280
67921,165,39,89945
74922,115,110,23295
91923,598,18,61134
13924,422,130,58526
98925,815,81,56395
61926,269,234,577
70927,333,44,37889
67928,133,12,71289
73929,532,209,85156
54930,867,236,61711
14931,619,188,67127
60932,532,183,85156
76933,341,219,92553
45934,343,64,31219
37935,652,7,5116
71936,206,122,82598
94937,285,236,9905
69938,134,79,90622
58939,869,241,377
36940,969,144,33677
82941,168,60,47944
69942,856,189,49048
93943,861,15,45713
92944,468,146,47844
91945,447,84,41851
30946,629,197,60457
25947,312,24,31896
91948,778,6,41074
56949,393,235,97869
91950,543,216,97819
36951,389,73,20537
15952,704,150,10432
49953,701,103,52433
18954,783,155,37739
58955,373,38,11209
80956,187,84,15271
68957,298,128,61234
16958,846,216,55718
47959,159,7,73947
68960,374,17,30542
80961,364,130,37212
64962,649,136,47117
92963,762,117,31746
54964,756,144,15748
72965,967,236,95011
41966,860,47,26380
66967,636,53,95788
30968,289,239,87237
60969,753,37,57749
48970,904,40,77032
41971,712,41,65096
90972,245,202,36585
98973,166,65,9278
81974,240,144,39920
11975,932,187,18356
13976,601,29,19133
17977,769,219,67077
18978,655,32,63115
74979,937,177,15021
53980,914,39,70362
58981,132,84,51956
93982,486,89,95838
30983,784,0,57072
41984,728,227,74424
22985,717,72,61761
90986,314,177,70562
69987,222,126,91926
40988,733,148,71089
98989,795,109,69735
35990,279,70,93907
87991,546,50,55818
58992,773,75,44409
91993,608,237,54464
22994,620,153,86460
75995,566,218,42478
44996,413,19,84529
71997,828,104,7724
35998,454,128,77182
67999,283,228,71239
