5099|FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO|FATEC-SB
4926|FACULDADE DE TECNOLOGIA DE PRAIA GRANDE|FATECPG
5633|FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA|
5627|FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE|FATEC
18817|Faculdade de Tecnologia de São Roque|FATEC-SR
18099|Faculdade de Tecnologia de Diadema Luigi Papaiz|FATEC DIADEMA
15682|Faculdade de Tecnologia de Piracicaba|Fatec Piracicaba
15746|Faculdade de Tecnologia do Ipiranga|FATECIPI
17953|Faculdade de Tecnologia de Pompeia - Shunji Nishimura|FATEC Pompeia
15693|Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende|Fatec - Itapetininga
19739|Faculdade de Tecnologia de Campinas|FATEC CAMPINAS
15704|Faculdade de Tecnologia de Capão Bonito|FATEC-CB
15680|FATEC Cruzeiro - Prof. Waldomiro May|
15752|Faculdade de Tecnologia de Guarulhos|FATEC GR
15687|Faculdade de Tecnologia de Pindamonhangaba|FATEC PI
15745|Faculdade de Tecnologia de São Caetano do Sul|FATEC SCS
15803|FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO|FATEC TATUÍ
17977|Faculdade de Tecnologia de Itaquera|FATEC ITAQUERA
15585|Faculdade de Tecnologia Santo André|FATEC-SA
19500|Faculdade de Tecnologia de São Carlos|FATEC São Carlo
19501|Faculdade de Tecnologia Sebrae|FATEC SEBRAE
15639|Faculdade de Tecnologia de Itaquaquecetuba|Fatec Itaqua
19862|Faculdade de Tecnologia de Bebedouro|FATEC Bebedouro
15576|Faculdade de Tecnologia de Mogi das Cruzes|FATEC-MC
15696|Faculdade de Tecnologia de Sertãozinho|FATEC SERTÃOZINHO
15784|Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia|Fatec Marilia
15708|Faculdade de Tecnologia Dr. Thomaz Novelino|FATEC Franca
16410|Faculdade de Tecnologia de Catanduva|FATEC Catanduva
15688|FACULDADE DE TECONOLOGIA DA ZONA SUL|FATEC ZONASUL
15757|Faculdade de Tecnologia de Barueri|Fatec Barueri
15697|Faculdade de Tecnologia de Araçatuba|FATEC Araçatuba
15715|FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA|FATEC LINS
17942|Faculdade de Tecnologia do Tatuapé|FATEC-TT
15714|Fatec Arthur Azevedo - Mogi Mirim|FATECMM
18049|Faculdade de Tecnologia de Taubaté|FATEC TAUBATÉ
17952|Faculdade de Tecnologia de Jacareí|FATEC Jacareí
15695|Faculdade de Tecnologia Dom Amaury Castanho|Fatec Itu
15709|Faculdade de Tecnologia de Osasco - Prefeito Hirant Sanazar|Fatec Osasco
16395|Faculdade de Tecnologia de Carapicuiba|FATEC
15689|Faculdade de Tecnologia de Bauru|FATEC
15793|Faculdade de Tecnologia de São Sebastião|Fatec SS
19863|Faculdade de Tecnologia de Assis|FATEC Assis
15581|Faculdade de Tecnologia de São José dos Campos - Jessen Vidal|FATECSJCAMPOS
15753|FACULDADE DE TECNOLOGIA DE JABOTICABAL|FATEC JB
15769|Faculdade de Tecnologia de Jales|Fatec Jales
38|UNIVERSIDADE DO ESTADO DO PARÁ|UEPA
40|UNIVERSIDADE DO ESTADO DA BAHIA|UNEB
609|UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ|UNIOESTE
730|UNIVERSIDADE ESTADUAL DE PONTA GROSSA|UEPG
9|UNIVERSIDADE ESTADUAL DE LONDRINA|UEL
57|UNIVERSIDADE ESTADUAL DE MARINGÁ|UEM
1126|UNIVERSIDADE ESTADUAL DO CENTRO OESTE|UNICENTRO
18492|Universidade Estadual do Paraná|UNESPAR
43|FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA|UDESC
1869|CENTRO UNIVERSITÁRIO DE ITAJUBÁ|FEPI
47|UNIVERSIDADE ESTADUAL DE GOIÁS|UEG
149|FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO|FAMERP
54|UNIVERSIDADE ESTADUAL DE CAMPINAS|UNICAMP
56|UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO|UNESP
58|FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO|FDSBC
59|FACULDADE DE DIREITO DE FRANCA|FDF
1870|FACULDADES INTEGRADAS REGIONAIS DE AVARÉ|FIRA
3641|CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS|UNIFEB
67|ESCOLA DE ENGENHARIA DE PIRACICABA|EEP/FUMEP
68|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS|FAFIPE
71|UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE|UERN
4356|FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES|FACIP
72|FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL|FAMASUL
73|CENTRO DE ENSINO SUPERIOR DE ARCOVERDE|CESA
4858|ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE|ESSA
74|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO|FFCL
76|UNIVERSIDADE REGIONAL DE BLUMENAU|FURB
77|FACULDADE DA REGIÃO DOS LAGOS|FERLAGOS
78|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE|FAFIA
79|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA|IMES CATANDUVA
80|CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ|UNIDAVI
81|UNIVERSIDADE DA REGIÃO DE JOINVILLE|UNIVILLE
82|UNIVERSIDADE DO OESTE DE SANTA CATARINA|UNOESC
83|UNIVERSIDADE DO VALE DO ITAJAÍ|UNIVALI
84|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ|FAFIMA
5671|CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA|
87|CENTRO UNIVERSITÁRIO DE BRUSQUE|UNIFEBE
5228|FACULDADE RAIMUNDO MARINHO|FRM
18874|FACULDADE RAIMUNDO MARINHO DE PENEDO|
3974|UNIVERSIDADE DE RIO VERDE|FESURV
94|ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ|ESEFJ
93|FACULDADE DE MEDICINA DE JUNDIAÍ|FMJ
95|UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ|UVA
3972|CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO|CESEP
3488|Centro de Ensino Superior de Conselheiro Lafaiete|CES-CL
99|FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE|FDCL
1575|CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ|UNIARAXÁ
3304|FACULDADES INTEGRADAS DE PATOS|FIP
107|UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI|UFSJ
1623|FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA|FCAA
1844|FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA|FISMA
109|FACULDADES INTEGRADAS RUI BARBOSA|FIRB
4962|CENTRO UNIVERSITÁRIO DE SETE LAGOAS|UNIFEMM
1418|CENTRO UNIVERSITÁRIO TOLEDO|UNITOLEDO
1569|FACULDADES INTEGRADAS DE ARARAQUARA|FIAR
124|CENTRO UNIVERSITÁRIO DE ARARAQUARA|UNIARA
125|"""CENTRO UNIVERSITÁRIO DE ARARAS - """"DR. EDMUNDO ULSON"""""""|UNAR
126|INSTITUTO NACIONAL DE TELECOMUNICAÇÕES|INATEL
5312|FACULDADES ATIBAIA|FAAT
5394|INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI|FENORD
1622|FACULDADE DO INTERIOR PAULISTA|FIP
131|FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA|FAEFI
2575|FACULDADES INTEGRADAS SOARES DE OLIVEIRA|FISO
2774|Centro Universitário UNIFAFIBE|FAFIBE
137|UNIVERSIDADE DO SAGRADO CORAÇÃO|USC
138|CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ|CBM
4166|CENTRO DE ENSINO SUPERIOR DE UBERABA|CESUBE
140|UNIVERSIDADE SEVERINO SOMBRA|USS
141|FACULDADE DE DIREITO DE VARGINHA - FADIVA|FADIVA
143|UNIVERSIDADE DE UBERABA|UNIUBE
144|FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA|FACHO
1129|CENTRO UNIVERSITÁRIO DO NORTE PAULISTA|UNORP
2651|FACULDADE TAMANDARÉ|FAT
150|UNIVERSIDADE DE SOROCABA|UNISO
151|ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO|FGV-EAESP
2129|ESCOLA DE ECONOMIA DE SÃO PAULO|EESP
2128|ESCOLA DE DIREITO DE SÃO PAULO|DIREITO GV
3614|ESCOLA SUPERIOR DE CIÊNCIAS SOCIAIS|FGV
2126|ESCOLA DE DIREITO DO RIO DE JANEIRO|DIREITO RIO
1851|ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS|EBAPE
13695|ESCOLA DE MATEMÁTICA APLICADA|EMAp-FGV
2591|ESCOLA BRASILEIRA DE ECONOMIA E FINANÇAS|EBEF
152|FACULDADE DE CIÊNCIAS CONTÁBEIS|FACIC
1363|FACULDADE VISCONDE DE CAIRÚ|FAVIC
1036|UNIVERSIDADE DO ESTADO DE MINAS GERAIS|UEMG
1557|UNIVERSIDADE FUMEC|FUMEC
158|CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO|CBM/CEU
159|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU|FAFICA
614|FACULDADE DE FILOSOFIA SANTA DOROTÉIA|FFSD
160|FACULDADE FRASSINETTI DO RECIFE|FAFIRE
161|CENTRO UNIVERSITÁRIO ASSUNÇÃO|UNIFAI
162|CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO|FEBASP
1510|CENTRO UNIVERSITÁRIO ESTÁCIO DE SÁ DE SANTA CATARINA|FESSC
163|UNIVERSIDADE ESTÁCIO DE SÁ|UNESA
1509|Centro Univeristário da Faculdade Estácio de Sá de Belo Horizonte|FESBH
862|FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE|FESCG
1486|FACULDADE ESTÁCIO DE SÁ DE VITÓRIA|FESV
1496|FACULDADE ESTÁCIO DE SÁ DE VILA VELHA|FESVV
2501|FACULDADE ESTÁCIO DE SÁ DE GOIÁS|FESGO
1986|FACULDADE ESTÁCIO DE SÁ DE JUIZ DE FORA|FESJF
1659|FACULDADE ESTÁCIO DE SÁ DE OURINHOS|FAESO
1149|CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO|CEUNSP
165|UNIVERSIDADE VEIGA DE ALMEIDA|UVA
166|FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO|
167|UNIVERSIDADE METODISTA DE SÃO PAULO|UMESP
1304|FACULDADES INTEGRADAS DE RIBEIRÃO PIRES|FIRP
170|FACULDADES DA FUNDAÇÃO DE ENSINO DE MOCOCA|FAFEM
171|FACULDADE DE DIREITO DO SUL DE MINAS|FDSM
1586|UNIVERSIDADE DO VALE DO SAPUCAÍ|UNIVÁS
14258|INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE CAMBUÍ|ISEPEC
176|UNIVERSIDADE CASTELO BRANCO|UCB
3753|FACULDADES INTEGRADAS DOM PEDRO II|DOMPEDRO
2409|FACULDADE ASCES|ASCES
1041|CENTRO UNIVERSITÁRIO UNIVATES|UNIVATES
1153|UNIVERSIDADE CÂNDIDO MENDES|UCAM
1246|FACULDADE CANDIDO MENDES DE VITÓRIA|FCMV
192|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES|FFCLSM
194|ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES|EEFTESM
193|FACULDADE DE ENGENHARIA SOUZA MARQUES|FESM
190|ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES|EMSM
191|FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS|FCCAE
197|FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ|FESPPR
200|FACULDADE CÁSPER LÍBERO|FCL
202|FACULDADE DE ECONOMIA E FINANÇAS DO RIO DE JANEIRO|FEFRJ
203|UNIVERSIDADE SÃO JUDAS TADEU|USJT
1365|CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO|UNASP
5593|FACULDADE ADVENTISTA DE HORTOLÂNDIA|FAH
206|CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO|UNIÍTALO
207|CENTRO UNIVERSITÁRIO MOURA LACERDA|CUML
208|UNIVERSIDADE DE RIBEIRÃO PRETO|UNAERP
2183|CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ|CUFSA
4502|FACULDADES INTEGRADAS CAMPO-GRANDENSES|FIC
213|CENTRO UNIVERSITÁRIO FECAP|FECAP
214|FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG|FEAMIG
216|CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX|CEUNIH
217|CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE|UNIFAE
218|FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS|FFCLDC
219|FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL|FAECA DOM BOSCO
220|FACULDADE SÃO JUDAS TADEU|FSJT
221|UNIVERSIDADE CRUZEIRO DO SUL|UNICSUL
222|CENTRO UNIVERSITÁRIO DE VOTUPORANGA|UNIFEV
1845|FEFISA - FACULDADES INTEGRADAS DE SANTO ANDRÉ|FEFISA
224|FACULDADE DE MEDICINA DO ABC|FMABC
225|INSTITUTO DE ENSINO SUPERIOR SANTO ANDRÉ|IESA
226|CENTRO UNIVERSITÁRIO LUSÍADA|UNILUS
227|UNIVERSIDADE CATÓLICA DE SANTOS|UNISANTOS
1878|CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS|FEI
231|FACULDADE DE SÃO BERNARDO DO CAMPO - FASB|FASB I
1445|CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA|CEUN-IMT
234|FACULDADES OSWALDO CRUZ|FOC
1836|CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB|UNIFEOB
240|UNIVERSIDADE SANTA ÚRSULA|USU
243|FACULDADE DO CLUBE NÁUTICO MOGIANO|FCNM
244|CENTRO UNIVERSITÁRIO FIEO|UNIFIEO
1266|FACULDADES INTEGRADAS URUBUPUNGÁ|FIU
1230|CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL|UNIPINHAL
254|CENTRO UNIVERSITÁRIO CAPITAL|UNICAPITAL
255|FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP|FEAP
256|FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE PIRAJU|FAFIP
263|FACULDADES INTEGRADAS CAMPOS SALLES|FICS
265|FACULDADES INTEGRADAS DE OURINHOS|FIO
266|UNIVERSIDADE METODISTA DE PIRACICABA|UNIMEP
267|FACULDADES INTEGRADAS ESPÍRITO SANTENSES|FAESA I
268|FACULDADE DE DIREITO DA ALTA PAULISTA|FADAP
2056|FACULDADE DA ALTA PAULISTA|FAP
269|FACULDADE FACCAT|FACCAT
270|FACULDADES ESEFAP|
271|UNIVERSIDADE DO OESTE PAULISTA|UNOESTE
275|UNIVERSIDADE DO VALE DO PARAÍBA|UNIVAP
276|FACULDADE DE DIREITO DE SOROCABA|FADI
277|CENTRO UNIVERSITÁRIO AUGUSTO MOTTA|UNISUAM
278|FACULDADES INTEGRADAS SIMONSEN|FIS
279|FACULDADES INTEGRADAS HÉLIO ALONSO|FACHA
284|FACULDADE DE MEDICINA DE ITAJUBÁ|FMIT
1559|CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO|UNESC
288|FACULDADE DE DIREITO DO VALE DO RIO DOCE|FADIVALE
5318|FACULDADE GUILHERME GUIMBALA|FGG
294|FACULDADE TRÊS DE MAIO|SETREM
295|UNIVERSIDADE DE SANTA CRUZ DO SUL|UNISC
296|UNIVERSIDADE DA REGIÃO DA CAMPANHA|URCAMP
5600|FACULDADES INTEGRADAS SÃO JUDAS TADEU|SJT
299|FACULDADE DE JANDAIA DO SUL|FAFIJAN
3983|CENTRO UNIVERSITÁRIO DE FORMIGA|UNIFORMG
2505|FACULDADE DE ARTE E DESIGN|FAD
2504|FACULDADE DIVINÓPOLIS|FACED
302|FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E CONTÁBEIS DE DIVINÓPOLIS|FACED
1558|Faculdade Doctum de João Monlevade|DOCTUM
1243|Faculdade Doctum de Administração da Serra|DOCTUM
1064|Faculdade Doctum de Vitória|DOCTUM
1568|FACULDADES INTEGRADAS DE CARATINGA|FIC
1342|Faculdade Doctum de Pedagogia da Serra|DOCTUM
1634|Faculdade Doctum da Serra|DOCTUM
1063|Faculdade Doctum de Vila Velha|DOCTUM
5313|Faculdades Unificadas de Cataguases|FUC
5315|Faculdades Unificadas de Iúna|FUI
2220|Faculdade Doctum de Juiz de Fora|DOCTUM
5370|Faculdades Unificadas de Teófilo Otoni|FUTO
2622|INSTITUTO SUPERIOR DE EDUCAÇÃO DA SERRA|ISES
1887|Faculdade Doctum de Direito da Serra|DOCTUM
2096|Faculdade Doctum de Manhuaçu|DOCTUM
2640|Faculdade Doctum de Saúde da Serra|DOCTUM
1662|Faculdade Doctum de Administração e Educação de Vitória|DOCTUM
5314|Faculdades Unificadas de Guarapari|FUG
2736|INSTITUTO TECNOLÓGICO DE CARATINGA|ITC
5276|Faculdade Doctum de Carangola|DOCTUM
5316|Faculdades Unificadas de Leopoldina|FUL
17542|Faculdade Doctum de Guarapari|DOCTUM
1926|FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES|UNIPACAT
1254|FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO|FAI
307|FACULDADE DE MEDICINA DE BARBACENA|FAME
14115|Faculdade Presidente Antônio Carlos de Ponte Nova|FUNEES Ponte Nova
14263|Faculdade Presidente Antônio Carlos de Itajubá|
14101|Faculdade Presidente Antônio Carlos de Baependi|FUNEES Baependi
15453|Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete|
15357|Faculdade Presidente Antônio Carlos de Ubá|
15467|Faculdade Presidente Antônio Carlos de Visconde do Rio Branco|
15451|Faculdade de Direito de Ipatinga|FADIPA
308|UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS|UNIPAC
14126|Faculdade Presidente Antônio Carlos de São Lourenço|FUNEES São Lourenço
14029|Faculdade Presidente Antônio Carlos de Aimorés|FUNEC Aimorés
14121|Faculdade Presidente Antônio Carlos de São João Nepomuceno|FUNEES SJN
14249|Faculdade Presidente Antônio Carlos de Congonhas|
14128|Faculdade Presidente Antônio Carlos de Vazante|FEES Vazante
15468|Faculdade Presidente Antônio Carlos de Leopoldina|
14150|Faculdade Presidente Antônio Carlos de Montes Claros|FUNEC Montes Claros
14133|Faculdade Presidente Antônio Carlos de Lambari|FUNEES Lambari
14248|Faculdade Presidente Antônio Carlos de Uberlândia|
14157|Faculdade de Educação e Estudos Sociais de Uberlândia|FUNEES Uberlândia
14171|Faculdade Presidente Antõnio Carlos de Perdões|FUNEES Perdões
14151|Faculdade Presidente Antônio Carlos de Nova Lima|FUNEC Nova Lima
14149|Faculdade Presidente Antônio Carlos de Bocaiúva|FUNEES Bocaiúva
14166|Faculdade Presidente Antônio Carlos de Itabira|FUNEES Itabira
14243|Faculdade Presidente Antônio Carlos de Itabirito|
14132|Faculdade Presidente Antônio Carlos de Itanhandu|FUNEES Itanhandu
14204|Faculdade Presidente Antônio Carlos de Arcos|FUNEES Arcos
14153|Faculdade Presidente Antônio Carlos de Porteirinha|FUNEES Porteirinha
14148|Faculdade Presidente Antônio Carlos de Mariana|FUNEC Mariana
14156|Faculdade Presidente Antônio Carlos de Teófilo Otoni|FUNEES Teófilo Otoni
14147|Faculdade Presidente Antônio Carlos de Barão de Cocais|
14162|Faculdade Presidente Antônio Carlos de Governador Valadares|FAU G. Valadares
14222|Faculdade Presidente Antônio Carlos de Senhora dos Remédios|FUNEES
14246|Faculdade Presidente Antônio Carlos de Uberaba|
14209|Faculdade Presidente Antônio Carlos de Lagoa Santa|FUNEES
14206|Faculdade Presidente Antônio Carlos de Elói Mendes|FUNEES
14163|Faculdade de Educação e Estudos Sociais de Governador Valadares|FUNEES G. Valadares
14155|Faculdade Presidente Antônio Carlos de Sabará|FUNEES Sabará
14169|Faculdade Presidente Antônio Carlos de Itambacuri|FUNEES Itambacuri
14173|Faculdade Presidente Antônio Carlos de Ribeirão das Neves|FUNEES R. das Neves
14130|Faculdade Presidente Antônio Carlos de Várzea da Palma|FEES Várzea da Palma
1624|FACULDADE MARECHAL RONDON|FMR
316|UNIVERSIDADE NOVE DE JULHO|UNINOVE
2556|FIAM-FAAM - CENTRO UNIVERSITÁRIO|UNIFIAM-FAAM
1128|UNIVERSIDADE DE ITAÚNA|UI
4722|FACULDADES INTEGRADAS VIANNA JÚNIOR|FIVJ
1221|FACULDADE GAMMON|
330|UNIVERSIDADE IGUAÇU|UNIG
1846|CENTRO UNIVERSITÁRIO DE LINS|UNILINS
336|FACULDADE MACHADO SOBRINHO|FMS
1860|FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN|FAJANSSEN
1923|FACULDADE DE DIREITO PADRE ARNALDO JANSSEN|FAJANSSEN
1901|FACULDADE CATÓLICA DE UBERLÂNDIA|FCU
337|CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA|CES/JF
338|PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS|PUC MINAS
1130|FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS|METODISTA
343|CENTRO UNIVERSITÁRIO NEWTON PAIVA|NEWTON PAIVA
345|ESCOLA DE ENGENHARIA KENNEDY|EEK
346|INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA|ISCA
351|FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS|FCMMG
352|CENTRO UNIVERSITÁRIO DE JOÃO PESSOA|UNIPÊ
353|FACULDADE EVANGÉLICA DO PARANÁ|FEPAR
355|UNIVERSIDADE TUIUTI DO PARANÁ|UTP
360|CENTRO UNIVERSITÁRIO PAULISTANO|UNIPAULISTANA
361|FACULDADE PAULISTA DE SERVIÇO SOCIAL DE SÃO CAETANO DO SUL|FAPSS-SCS
362|FACULDADE PAULISTA DE SERVIÇO SOCIAL|FAPSS-SP.
363|FACULDADE MOZARTEUM DE SÃO PAULO|FAMOSP
364|FACULDADE DE CIÊNCIAS CONTÁBEIS DE PONTE NOVA|FACE
1450|CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO|UNICERP
367|UNIVERSIDADE ESTADUAL DE MONTES CLAROS|UNIMONTES
368|FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA|FEFISO
373|ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO|ESP
372|FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO|FABCI
3177|FACULDADE DE ADMINISTRAÇÃO DA FESPSP|FADFESPSP
374|CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS|FMU
4017|CENTRO UNIVERSITÁRIO PADRE ANCHIETA|UNIANCHIETA
383|UNIVERSIDADE DA AMAZÔNIA|UNAMA
384|CENTRO UNIVERSITÁRIO DE ANÁPOLIS|UNIEVANGÉLICA
3789|FACULDADE EVANGÉLICA DE GOIANÉSIA|
3389|FACULDADE RAÍZES|SER
385|UNIVERSIDADE SALVADOR|UNIFACS
386|CENTRO UNIVERSITÁRIO DE GOIÁS|UNI-ANHANGÜERA
387|UNIVERSIDADE CATÓLICA DOM BOSCO|UCDB
